[[39, 23, 46, 73, 65, 57, 43, 39, 26, 13], 
 [33, 17, 38, 63, 55, 47, 37, 33, 22, 11], 
 [39, 25, 50, 75, 65, 59, 43, 39, 26, 13], 
 [33, 23, 46, 69, 59, 53, 37, 33, 22, 11], 
 [44, 27, 54, 85, 76, 67, 52, 48, 32, 16], 
 [44, 29, 58, 87, 76, 69, 52, 48, 32, 16], 
 [32, 19, 42, 65, 56, 51, 40, 36, 24, 12], 
 [32, 21, 42, 67, 60, 53, 40, 36, 24, 12], 
 [47, 30, 60, 93, 83, 77, 57, 49, 31, 13], 
 [41, 26, 52, 83, 73, 67, 47, 39, 25, 11], 
 [43, 28, 56, 87, 79, 71, 55, 49, 31, 13], 
 [37, 24, 48, 77, 69, 61, 49, 43, 25, 11], 
 [54, 33, 66, 105, 94, 87, 65, 56, 36, 16], 
 [50, 31, 62, 99, 90, 81, 63, 56, 36, 16], 
 [38, 23, 46, 75, 66, 61, 47, 40, 24, 12], 
 [34, 21, 42, 69, 62, 55, 41, 36, 24, 12], 
 [37, 22, 44, 70, 63, 59, 47, 39, 26, 13], 
 [35, 18, 40, 66, 57, 53, 41, 33, 22, 11], 
 [33, 22, 44, 66, 59, 55, 45, 39, 26, 13], 
 [31, 22, 44, 66, 57, 53, 43, 37, 22, 11], 
 [46, 28, 56, 88, 78, 74, 57, 48, 32, 16], 
 [42, 28, 56, 84, 74, 70, 55, 48, 32, 16], 
 [38, 24, 48, 76, 66, 62, 47, 40, 24, 12], 
 [34, 20, 44, 68, 58, 54, 41, 36, 24, 12], 
 [50, 29, 60, 95, 84, 79, 60, 51, 34, 17], 
 [46, 27, 56, 89, 80, 71, 56, 51, 34, 17], 
 [54, 33, 66, 105, 94, 87, 64, 55, 36, 17], 
 [46, 31, 62, 93, 82, 75, 56, 51, 34, 17], 
 [50, 31, 62, 99, 90, 81, 64, 57, 36, 17], 
 [46, 31, 62, 93, 82, 77, 60, 53, 34, 17], 
 [29, 17, 34, 55, 49, 43, 33, 29, 18, 9], 
 [27, 15, 32, 53, 47, 41, 31, 27, 18, 9], 
 [29, 18, 36, 55, 49, 43, 31, 27, 17, 7], 
 [25, 16, 32, 48, 43, 38, 28, 24, 15, 6], 
 [27, 18, 36, 57, 51, 45, 33, 29, 19, 9], 
 [23, 15, 30, 48, 43, 38, 28, 24, 16, 8], 
 [27, 17, 34, 55, 49, 43, 31, 27, 18, 9], 
 [29, 19, 38, 57, 51, 45, 33, 29, 18, 7], 
 [29, 18, 38, 59, 53, 47, 37, 33, 21, 9], 
 [27, 18, 36, 57, 51, 45, 35, 31, 19, 9], 
 [28, 18, 36, 58, 52, 46, 35, 31, 20, 10], 
 [28, 17, 35, 57, 51, 45, 34, 30, 20, 10], 
 [23, 14, 28, 42, 37, 33, 25, 21, 14, 7], 
 [21, 13, 26, 39, 35, 31, 24, 20, 13, 6], 
 [25, 14, 32, 50, 43, 39, 31, 27, 18, 9], 
 [25, 14, 32, 50, 43, 39, 30, 26, 17, 8], 
 [21, 13, 26, 39, 35, 31, 25, 21, 14, 7], 
 [27, 15, 34, 53, 45, 41, 31, 27, 18, 9], 
 [29, 19, 38, 57, 49, 45, 33, 29, 18, 9], 
 [27, 17, 36, 55, 47, 43, 31, 27, 18, 9], 
 [25, 16, 34, 52, 45, 41, 33, 29, 18, 9], 
 [23, 16, 32, 48, 43, 39, 31, 27, 18, 9], 
 [28, 17, 37, 57, 49, 45, 35, 31, 20, 10], 
 [28, 17, 37, 57, 49, 45, 34, 30, 20, 10], 
 [32, 20, 41, 62, 56, 50, 40, 36, 24, 12], 
 [30, 18, 39, 60, 54, 48, 38, 34, 22, 10], 
 [38, 23, 46, 72, 64, 57, 43, 39, 26, 13], 
 [36, 22, 44, 69, 62, 55, 42, 38, 25, 12], 
 [36, 22, 44, 69, 62, 55, 43, 39, 26, 13], 
 [35, 21, 42, 67, 60, 53, 40, 36, 24, 12], 
 [35, 21, 42, 67, 60, 53, 41, 37, 24, 12], 
 [39, 23, 47, 75, 67, 59, 46, 42, 28, 14], 
 [30, 17, 38, 60, 52, 47, 37, 33, 22, 11], 
 [36, 24, 48, 72, 65, 58, 44, 40, 26, 12], 
 [26, 18, 36, 54, 49, 44, 34, 30, 20, 10], 
 [38, 24, 48, 73, 64, 58, 43, 39, 26, 13], 
 [34, 22, 44, 66, 58, 53, 40, 36, 24, 12], 
 [38, 25, 50, 75, 66, 60, 45, 41, 27, 13], 
 [35, 22, 45, 68, 59, 54, 40, 36, 24, 12], 
 [35, 23, 46, 69, 60, 55, 41, 37, 24, 12], 
 [39, 26, 52, 78, 68, 62, 46, 42, 28, 14], 
 [30, 20, 40, 63, 56, 50, 37, 33, 22, 11], 
 [32, 21, 42, 63, 56, 51, 40, 36, 24, 12], 
 [36, 23, 46, 71, 64, 57, 44, 40, 26, 12], 
 [29, 16, 34, 56, 49, 45, 35, 29, 18, 9], 
 [27, 16, 32, 52, 47, 43, 33, 27, 18, 9], 
 [31, 20, 40, 63, 55, 51, 37, 31, 19, 9], 
 [33, 20, 42, 65, 57, 53, 39, 33, 21, 9], 
 [29, 18, 36, 58, 51, 47, 37, 31, 18, 9], 
 [27, 17, 34, 54, 47, 43, 33, 28, 16, 8], 
 [27, 18, 36, 54, 49, 45, 35, 29, 18, 7], 
 [23, 15, 30, 45, 41, 37, 29, 24, 15, 6], 
 [25, 16, 32, 49, 45, 41, 33, 27, 17, 7], 
 [31, 20, 40, 63, 55, 51, 39, 33, 19, 9], 
 [32, 19, 39, 63, 55, 51, 39, 33, 20, 10], 
 [32, 20, 40, 64, 56, 52, 39, 33, 20, 10], 
 [40, 24, 48, 76, 69, 62, 46, 40, 26, 12], 
 [30, 18, 36, 58, 53, 48, 36, 30, 20, 10], 
 [38, 23, 46, 73, 67, 61, 48, 41, 26, 12], 
 [32, 19, 38, 61, 55, 49, 38, 33, 20, 10], 
 [38, 23, 46, 73, 66, 59, 45, 40, 26, 12], 
 [38, 23, 46, 73, 66, 61, 47, 40, 26, 12], 
 [44, 28, 56, 87, 78, 72, 54, 47, 30, 13], 
 [40, 25, 50, 78, 70, 65, 49, 42, 27, 12], 
 [44, 27, 54, 85, 76, 70, 52, 45, 29, 13], 
 [32, 20, 40, 65, 58, 52, 38, 33, 22, 11], 
 [41, 26, 52, 81, 72, 67, 50, 43, 27, 12], 
 [41, 25, 51, 80, 71, 66, 49, 42, 27, 12], 
 [47, 29, 58, 92, 82, 76, 56, 48, 31, 14], 
 [42, 27, 54, 84, 76, 69, 53, 47, 30, 13], 
 [38, 24, 48, 75, 68, 61, 47, 42, 27, 12], 
 [40, 25, 50, 79, 72, 65, 51, 45, 29, 13], 
 [34, 21, 42, 68, 60, 55, 43, 37, 22, 11], 
