[[18, 13, 26, 36, 31, 28, 21, 15, 8, 4], 
 [18, 14, 28, 39, 32, 29, 21, 15, 10, 5], 
 [20, 15, 30, 41, 35, 29, 21, 18, 10, 5], 
 [16, 12, 24, 34, 28, 22, 15, 12, 8, 4], 
 [16, 11, 22, 31, 27, 23, 17, 12, 6, 3], 
 [14, 10, 20, 29, 24, 19, 13, 9, 6, 3], 
 [22, 17, 34, 46, 39, 34, 25, 21, 12, 6], 
 [20, 16, 32, 44, 36, 32, 23, 18, 12, 6], 
 [15, 9, 21, 30, 27, 24, 19, 15, 10, 5], 
 [12, 9, 18, 27, 24, 21, 17, 12, 8, 4], 
 [17, 11, 25, 35, 31, 27, 21, 18, 12, 6], 
 [16, 13, 26, 37, 32, 27, 21, 18, 12, 6], 
 [19, 13, 29, 40, 35, 30, 23, 17, 10, 3], 
 [14, 11, 22, 32, 28, 24, 19, 13, 8, 3], 
 [21, 15, 33, 45, 39, 33, 25, 20, 12, 4], 
 [18, 15, 30, 42, 36, 30, 23, 19, 12, 5], 
 [21, 14, 31, 45, 38, 35, 26, 21, 12, 6], 
 [18, 13, 26, 39, 34, 31, 22, 18, 12, 6], 
 [17, 10, 23, 35, 30, 25, 18, 15, 8, 4], 
 [16, 11, 22, 34, 30, 26, 18, 15, 10, 5], 
 [19, 12, 27, 40, 34, 28, 20, 16, 8, 3], 
 [20, 15, 30, 44, 38, 32, 22, 17, 10, 3], 
 [23, 16, 35, 50, 42, 38, 28, 22, 12, 5], 
 [22, 17, 34, 49, 42, 37, 26, 20, 12, 4], 
 [14, 9, 20, 28, 25, 22, 17, 13, 8, 4], 
 [14, 11, 22, 31, 26, 23, 17, 12, 8, 4], 
 [16, 11, 24, 33, 29, 25, 19, 16, 10, 5], 
 [14, 11, 22, 31, 26, 21, 15, 12, 8, 4], 
 [16, 11, 24, 33, 29, 25, 19, 14, 8, 3], 
 [12, 9, 18, 26, 22, 18, 13, 9, 6, 3], 
 [18, 13, 28, 38, 33, 28, 21, 17, 10, 4], 
 [16, 13, 26, 36, 30, 26, 19, 15, 10, 5], 
 [17, 12, 25, 35, 30, 27, 20, 15, 8, 4], 
 [16, 12, 24, 35, 30, 27, 19, 15, 10, 5], 
 [17, 12, 25, 35, 30, 25, 18, 15, 8, 4], 
 [14, 10, 20, 30, 26, 22, 15, 12, 8, 4], 
 [15, 10, 21, 30, 26, 22, 16, 12, 6, 3], 
 [16, 12, 24, 35, 30, 25, 17, 13, 8, 3], 
 [19, 14, 29, 40, 34, 30, 22, 18, 10, 5], 
 [18, 14, 28, 40, 34, 30, 21, 16, 10, 4], 
 [13, 9, 18, 25, 22, 19, 15, 12, 8, 4], 
 [15, 11, 22, 30, 26, 23, 18, 15, 10, 5], 
 [17, 12, 24, 35, 29, 26, 18, 15, 10, 5], 
 [15, 10, 20, 30, 25, 22, 15, 12, 8, 4], 
 [17, 13, 26, 35, 30, 26, 20, 15, 9, 3], 
 [17, 13, 26, 35, 30, 25, 19, 15, 9, 3], 
 [19, 14, 28, 40, 33, 28, 19, 15, 9, 3], 
 [19, 14, 28, 40, 33, 29, 20, 15, 9, 3], 
 [17, 11, 25, 36, 31, 28, 21, 17, 10, 5], 
 [12, 9, 18, 27, 24, 21, 16, 12, 8, 4], 
