[[20, 14, 28, 45, 38, 32, 25, 20, 15, 5], 
 [16, 11, 22, 35, 30, 25, 20, 16, 12, 4], 
 [20, 13, 27, 44, 36, 30, 23, 19, 14, 5], 
 [17, 11, 23, 37, 31, 26, 20, 16, 12, 4], 
 [28, 18, 40, 62, 53, 45, 35, 29, 19, 5], 
 [24, 17, 34, 55, 47, 40, 32, 25, 17, 5], 
 [16, 11, 22, 34, 28, 24, 18, 15, 10, 3], 
 [16, 11, 22, 35, 29, 25, 19, 15, 10, 3], 
 [14, 9, 19, 30, 25, 21, 16, 13, 9, 3], 
 [37, 24, 48, 81, 66, 58, 47, 39, 28, 11], 
 [40, 27, 54, 89, 73, 64, 52, 43, 31, 11], 
 [32, 21, 42, 69, 57, 50, 40, 33, 23, 7], 
 [32, 22, 44, 71, 59, 52, 41, 34, 23, 7], 
 [37, 25, 50, 81, 67, 59, 46, 39, 26, 8], 
 [29, 18, 36, 61, 50, 44, 35, 29, 20, 7], 
 [36, 24, 49, 79, 65, 58, 45, 38, 25, 8], 
 [31, 21, 42, 68, 56, 50, 38, 32, 21, 7], 
 [24, 16, 34, 54, 45, 39, 31, 25, 17, 5], 
 [25, 16, 35, 56, 46, 39, 31, 25, 17, 5], 
 [26, 17, 35, 57, 47, 41, 33, 27, 19, 6], 
 [28, 19, 38, 61, 50, 44, 35, 29, 20, 6], 
 [20, 14, 28, 44, 38, 32, 25, 19, 13, 3], 
 [21, 15, 30, 48, 41, 34, 26, 20, 14, 4], 
 [20, 14, 28, 45, 39, 33, 26, 20, 14, 4], 
 [29, 19, 38, 62, 51, 45, 35, 29, 20, 6], 
 [20, 14, 28, 45, 38, 31, 23, 18, 13, 4], 
 [27, 17, 34, 57, 47, 41, 32, 27, 18, 6], 
 [27, 18, 36, 59, 49, 43, 33, 28, 18, 6], 
 [29, 19, 39, 63, 52, 46, 36, 30, 20, 6], 
 [23, 15, 32, 52, 43, 36, 28, 22, 14, 4], 
 [26, 17, 34, 57, 47, 40, 32, 27, 19, 7], 
 [28, 19, 38, 61, 50, 44, 34, 29, 19, 6], 
 [27, 18, 36, 58, 47, 42, 32, 27, 18, 6], 
 [25, 17, 34, 55, 45, 40, 30, 25, 17, 6], 
 [23, 15, 30, 49, 40, 35, 28, 23, 16, 5], 
 [23, 16, 32, 51, 42, 37, 29, 24, 16, 5], 
 [24, 15, 31, 51, 42, 37, 29, 24, 16, 5], 
 [24, 16, 32, 52, 43, 38, 29, 24, 16, 5], 
 [23, 15, 30, 49, 40, 35, 27, 23, 15, 5], 
 [22, 14, 28, 47, 39, 34, 27, 22, 15, 5], 
 [23, 15, 30, 50, 41, 35, 27, 23, 16, 6], 
 [22, 15, 30, 49, 41, 36, 28, 23, 15, 5], 
 [23, 15, 31, 50, 41, 36, 28, 23, 16, 5], 
 [22, 15, 30, 48, 39, 34, 26, 22, 15, 5], 
 [21, 14, 29, 47, 39, 34, 27, 22, 15, 5], 
 [21, 13, 27, 45, 37, 32, 25, 21, 14, 5], 
 [21, 14, 28, 46, 38, 33, 25, 21, 14, 5], 
 [18, 12, 24, 39, 32, 28, 22, 18, 12, 4], 
 [20, 14, 29, 45, 38, 33, 26, 21, 14, 4], 
 [18, 13, 26, 41, 35, 29, 23, 18, 13, 4], 
 [18, 13, 26, 41, 35, 30, 24, 19, 13, 4], 
 [17, 12, 24, 37, 31, 27, 21, 17, 11, 3], 
 [22, 14, 31, 49, 40, 33, 26, 21, 14, 4], 
 [21, 13, 29, 47, 39, 32, 25, 20, 13, 4], 
 [18, 12, 25, 40, 34, 29, 23, 18, 13, 4], 
 [17, 12, 25, 38, 32, 27, 21, 17, 11, 3], 
 [17, 12, 24, 38, 32, 27, 21, 16, 11, 3], 
 [19, 13, 27, 43, 36, 31, 24, 19, 13, 4], 
 [20, 13, 28, 45, 37, 31, 24, 19, 13, 4], 
 [18, 12, 25, 40, 34, 28, 21, 16, 11, 3], 
 [19, 12, 26, 42, 35, 29, 22, 17, 11, 3], 
 [17, 11, 24, 38, 32, 27, 21, 17, 12, 4], 
 [16, 11, 23, 36, 30, 25, 19, 15, 10, 3], 
 [19, 12, 26, 42, 34, 28, 22, 18, 12, 4], 
 [17, 11, 23, 37, 30, 25, 19, 15, 10, 3], 
 [54, 35, 76, 117, 94, 71, 54, 45, 28, 7], 
 [18, 11, 24, 39, 32, 27, 20, 15, 10, 3], 
 [31, 22, 44, 66, 55, 44, 34, 30, 20, 5], 
 [26, 19, 38, 57, 46, 35, 26, 21, 16, 5], 
 [24, 17, 35, 53, 44, 35, 28, 23, 16, 4], 
 [24, 17, 34, 51, 42, 34, 26, 23, 15, 4], 
 [26, 17, 37, 57, 47, 37, 29, 24, 16, 4], 
 [22, 15, 32, 49, 40, 31, 24, 19, 12, 3], 
 [21, 14, 30, 46, 38, 30, 24, 20, 14, 4], 
 [23, 15, 33, 51, 42, 37, 28, 23, 17, 6], 
 [18, 13, 26, 39, 32, 25, 18, 15, 10, 3], 
 [18, 12, 25, 39, 32, 25, 20, 17, 12, 4], 
 [20, 13, 28, 43, 35, 28, 22, 18, 12, 3], 
 [19, 13, 27, 42, 34, 27, 21, 17, 11, 3], 
 [16, 11, 23, 35, 29, 23, 18, 15, 10, 3], 
 [17, 12, 24, 37, 30, 24, 18, 15, 10, 3]]
