[[17, 9, 21, 33, 27, 23, 17, 13, 7, 3], 
 [15, 8, 19, 30, 25, 20, 15, 10, 7, 3], 
 [21, 11, 26, 41, 33, 29, 21, 17, 12, 5], 
 [23, 12, 28, 47, 38, 32, 23, 17, 12, 5], 
 [17, 9, 21, 33, 27, 24, 19, 16, 11, 5], 
 [17, 9, 21, 33, 27, 21, 17, 14, 10, 4], 
 [15, 8, 20, 32, 27, 22, 18, 13, 9, 4], 
 [21, 11, 26, 44, 36, 31, 25, 20, 14, 6], 
 [18, 9, 21, 33, 27, 23, 18, 15, 10, 5], 
 [16, 8, 19, 30, 25, 20, 16, 11, 7, 3], 
 [24, 12, 27, 45, 36, 31, 24, 19, 13, 5], 
 [18, 9, 21, 36, 30, 24, 19, 14, 9, 5], 
 [19, 10, 24, 38, 32, 26, 19, 16, 9, 4], 
 [23, 12, 28, 46, 39, 32, 23, 20, 14, 6], 
 [19, 10, 23, 39, 34, 29, 22, 17, 10, 4], 
 [21, 11, 25, 43, 36, 29, 21, 16, 11, 5], 
 [16, 8, 19, 30, 26, 22, 17, 14, 9, 5], 
 [18, 9, 21, 34, 29, 24, 18, 13, 7, 3], 
 [24, 12, 27, 46, 39, 33, 24, 18, 13, 5], 
 [20, 10, 23, 40, 34, 28, 21, 15, 10, 5], 
 [21, 11, 26, 41, 34, 27, 21, 17, 11, 3], 
 [21, 11, 26, 43, 37, 31, 24, 18, 11, 3], 
 [23, 12, 27, 45, 38, 31, 23, 19, 14, 5], 
 [23, 12, 27, 46, 38, 33, 26, 21, 14, 5], 
 [20, 10, 23, 37, 31, 25, 20, 17, 12, 5], 
 [18, 9, 21, 33, 28, 23, 18, 13, 9, 3], 
 [24, 12, 27, 46, 38, 33, 26, 21, 15, 6], 
 [20, 10, 23, 40, 35, 30, 24, 19, 13, 6], 
 [22, 11, 25, 42, 35, 28, 22, 19, 13, 6], 
 [22, 11, 25, 42, 35, 29, 22, 16, 9, 3], 
 [26, 13, 29, 50, 42, 35, 26, 21, 15, 6], 
 [22, 11, 25, 44, 38, 32, 25, 19, 12, 5], 
 [18, 9, 22, 35, 29, 25, 19, 16, 11, 5], 
 [16, 8, 20, 32, 27, 22, 17, 12, 8, 3], 
 [20, 10, 24, 39, 32, 28, 21, 17, 12, 5], 
 [16, 8, 20, 33, 28, 23, 18, 13, 9, 4], 
 [18, 9, 22, 35, 29, 24, 18, 15, 9, 4], 
 [18, 9, 22, 35, 29, 24, 18, 14, 8, 3], 
 [22, 11, 26, 44, 36, 30, 22, 17, 12, 5], 
